Название,Ссылка,Информация
"
                        Anakle                    ",http://www.topinteractiveagencies.com/digital/agency/africa/anakle/,"Anakle is your local partner in building intelligent media solutions on internet and mobile platforms. We develop and manage online advertising campaigns, and help online advertisers build applications and creatives for a wide range of platforms. We have built nearly a decade of experience working on projects for top brands in Africa’s leading market, and always aims to beat client expectations in quality and delivery., Headquarters: 14A, Adewale Kolawole Crescent Road, Lekki, Lagos, Nigeria, Tel: +234-1-8269292, Mail: info@anakle.com, Clients: British Council, Adidas, Coca-Cola, Unilever, GTBank, Access, Airtel, United Bank for Africa, , Web: http://www.anakle.com/, Social Media:
https://www.facebook.com/Anakle
https://twitter.com/Anakle, Services: Internet advertising, Digital Publishing, Social Media, Web Applications, Mobile Applications, SMS, Animation, UX Design +, Technology, ORM + Strategic Communications, Social Media"
Название,Ссылка,Информация
"
                        Amourphous New Media                    ",http://www.topinteractiveagencies.com/digital/agency/africa/south-africa/amourphous-new-media/,"About us:
With clutter and complexity spilling constantly from its pants, the world today is screaming for a little simplicity. The hardest part is taking that complexity and turning it into something that works, works well for consumers and brands alike. So…Amorphous. We’ve been in the internet game since 1998 (when it was barely off its training wheels) and have since evolved into one of the leading full-spectrum digital design and marketing agencies in South Africa. We are Google, Microsoft and Adobe certified, and part of the Times Media Group (You know the people that own the Sunday Times, Business Day and Nu Metro)., Information:
Web: www.amorphous.net
Email: info@amorphous.net
Phone: +27 11 380 6500
Adress: 2nd floor, Parktown Quarter, Cnr. 7th & 3rd Ave, Parktown North, Johannesburg, South Africa, ,  , Services:
Digital Marketing strategy, Digital publishing, Digital Design, Website and Application development, Digital campaign management, Google AdWord campaign management and optimisation, Media buying and reporting., Clients:
Nedbank, ABSA Capital, Tiger Brand, B.O.E, Steers, Times Live, Sunday Time, Sowetan, SABC, Hollard, Old Mutual, Neotel, SABS, Eskom, Cell C, British Airways, Sanlam, Standard Bank and more."
Название,Ссылка,Информация
"
                        Origin Interactive                    ",http://www.topinteractiveagencies.com/digital/agency/africa/south-africa/origin-interactive/,"A user-centred digital agency, we create meaningful onmi-channel digital experiences for web, tablet and mobile, Headquarters : The Village, Block E (Loft), cnr. Glenwood Rd & Oberon Ave, Faerie Glen, Pretoria 0081 – SOUTH AFRICA, Phone :+0763114649, Email : info@origin-interactive.co.za, 
Web : http://www.origin-interactive.co.za, Social Media :
https://www.facebook.com/origininteractivesa
https://twitter.com/originsa
http://www.pinterest.com/originint
http://www.linkedin.com/company/origin-interactive
https://www.behance.net/origin-interactive
https://www.flickr.com/photos/origin-interactive, About :
We place people at the heart of everything we do, knowing that a positive. user experience (ux) is key to the success of any digital solution. uxd (user experience design) creates digital products that are useful, usable and enjoyable. Understanding your users, developing a strategy & generating great ideas. Bringing ideas to life through wireframes, prototypes & planning out every detail.Creating beautiful interfaces that last. we constantly test & iterate to improve your digital solution.,  Services : Research & Strategy, Information Architecture, Interface Design & Dev, User Experience Design, User Interface Deign., Case studies : http://www.origin-interactive.co.za/work.php,  "
Название,Ссылка,Информация
"
                        NATIVE VML                    ",http://www.topinteractiveagencies.com/digital/agency/africa/south-africa/nativevml/,"NATIVE VML is a full-service digital agency whose ideas are born digital, but often extend beyond the digital canvas. With a staff of over 170 people across Johannesburg and Cape Town, NATIVE VML is one of Africa’s largest digital agencies. We offer a full range of digital marketing services, from strategy and creative ideation to production and media. Our positioning is simple – “to produce purpose-driven work that lives in people’s lives.” This is both a philosophy and a methodology, and with it we are able to forge deep relationships between our clients and their customers., , , Web: http://www.nativevml.com, Tel: (+27)11555-3800 / 21434-4375, Mail: info@native.co.za / press@native.co.za, Location:, SOUTH AFRICA
2 Harris Rd,
Sandton, Johannesburg, 2196, G12 Old Castle Brewery Complex
6 Beach Road
Woodstock, Cape Town, 7925, Services:, NATIVE VML’s core speciality is integrated digital marketing services, covering user experience design, strategy, creative, technology, media, analytics, mobile, branded content and social media., Clients: NATIVE VML works across multiple industry sectors including automotive, beauty and health, consumer goods and electronics, financial services, manufacturing, retail and tourism, including the following clients:, L’OREAL / RCS / PICK N PAY / NEDBANK / LIBERTY/ NESTLÈ / STANDARD BANK / GM / FOSCHINI/ PERNOD RICARD (Chivas Regal, Absolut, Jameson, Malibu) / OLD MUTUAL / COLGATE / DIMENSION DATA / HOLLARD ASCEND, Read More:, Localising content is not a licence to be lazy, NATIVE VML appointed as lead agency for Absolut Vodka SA, Through the Eyes of the Iger, Ryan McManus and his unleashed passion for creating"
Название,Ссылка,Информация
"
                        3rdFloor Limited                    ",http://www.topinteractiveagencies.com/digital/agency/africa/3rdfloor-limited/,"3rdFloor Limited is an integrated digital marketing consultancy that specialises in utilising a range of digital assets to aid and improve the business performance of companies and organisations. Our goal is to partner with you in achieving your business objectives by recommending and strategically deploying various internet marketing tools., Headquarters: 2nd Floor 8 Blohum Street, Dzorwulu, Accra, Ghana, Phone: +233 26 776 8600, Agency Email: Ghana@3rdfloorlimited.com , Clients: Bonnet Rouge, Friso, Thermocool, Union Bank…,  , ,  , Web: http://www.3rdfloordigital.com/, Social Media: https://www.linkedin.com/company/3rdfloor-limited, Services: Email Marketing, Mobile Marketing, Online Marketing, Search Engine Optimisation, Social Media Marketing, Web Development…"
Название,Ссылка,Информация
"
                        Wineloya                    ",http://www.topinteractiveagencies.com/digital/agency/africa/wineloya/,"We are a crazy-results obsessed team with attributes of market women from Ghana, street hawkers from Nigeria, Preachers in Public Buses from Kenya and party crews from South Africa. We are simply passionately building brands and driving sales with a cross-channel digitally inspired approach to communication., Be it online marketing, web site design or application development, event promotion, youtube live streaming, or trainings; we come well-dressed for all digital storytelling with our partners in other technological and offline spaces., Headquarters: Tratra Hill RoundAbout, Dome, Ghana, Phone: (+233) 20-561-7160 or 24-674-5486, Agency Email: hello@wineloya.com, Clients: Big X Ghana Music, OMG Branding… ,  , ,  , Web:http://wineloya.com/, Social Media: https://www.facebook.com/wineloya, https://twitter.com/WineloyaDigital, Services: Online Marketing, Social Media…"
Название,Ссылка,Информация
"
                        TML                    ",http://www.topinteractiveagencies.com/digital/agency/africa/tml/,"TML is a Terragon Group company, and a leading full service digital marketing agency offering a fresh and innovative approach to digital solutions on the African landscape. TML’s position within Terragon Group enables it to leverage the skills and expertise from the other business units within the group to deliver a wide range of solutions to meet the various consumer engagement needs of clients. Our partnership as a Certified Google Agency further strengthens our offerings because we are persistently innovating, keeping ourselves up-to-date with industry trends and insights, while applying best practices which goes beyond just creating ads for our clients., Headquarters: 98a, Island Way, Dolphin Estate, Ikoyi, Lagos State, Nigeria, Tel: +234 8140 000 029, Mail: info@terragongroup.com, Clients: Unilever, Closeup, Vaseline, Rexona, Sunlight Detergent, Sunlight Dishwash, Samsung, Volkwagen, Hyundai, Nissan, Wechat, Premier bet, Interswitch, Verve, QuickTeller, Interswitch, Convenant Christian Center, , Web: http://tml.terragongroup.com/, Social Media: 
https://www.facebook.com/TerragonGroup
https://twitter.com/terragongroup, Services: Digital Strategy, Creative and Animation,Technology, Media Planning and Buying, Digital Marketing, Search campaign and Marketing, Research and Intelligence, Digital solutions Apps Development, CRM and Media Services, Social Media marketing"
Название,Ссылка,Информация
"
                        Mdcconcept                    ",http://www.topinteractiveagencies.com/digital/agency/africa/mdcconcept/,"Se réunir est un début; rester ensemble est un progrès; travailler ensemble est la réussite.
– Henry Ford, Chaque entreprise a sa propre histoire et l’essence de la nôtre ne diffère pas de celle de plusieurs entrepreneurs du Maroc. C’est pourquoi nous comprenons votre réalité, ainsi que les enjeux que représente pour vous le développement de votre entreprise par le marketing traditionnel et sur le web., Oui, nous sommes les heureuses victimes de notre succès! De travailleur autonome à petite entreprise, notre fondateur,Samir Baladi, agrandit depuis 2014 l’équipe pour continuer d’offrir expertise et service de qualité à notre clientèle en plein essor. Et c’est dans l’optique de nos valeurs de base d’intégrité, d’excellence et de respect que nous recrutons les meilleurs talents pour se joindre à nous., Comme plusieurs entrepreneurs, nous avons aussi été inspirés par des rencontres passionnantes, des mentors engagés et des lectures marquantes. Comme des éponges, nous absorbons le meilleur de nos expériences dans une quête constante de croissance personnelle et professionnelle. Nous espérons avoir le privilège de travailler avec vous prochainement, afin d’améliorer la performance et la visibilité de votre entreprise et ainsi vous aider à conquérir, vous aussi, votre niche.
, Headquarters: Casablanca, Morocco, Phone: 0522203021, Agency Email: mdcconcept3@gmail.com, Staff: less than 8, Clients: RENAULT Morocco, DACIA Morocco, INWI the third telecom operator in Morocco, WAFASALAF the leader of credit in Morocco, Mcdonalds Morocco, GEOMEDIA…,  , ,  , Web: http://www.mdcconcept.ml/, Social Media: https://www.facebook.com/mdcconcept, https://twitter.com/mdcconcept3, Services: , – CMS : Joomla, WordPress, Drupal, Typo3, JoomlaVirtuemart, Prestashop, Magento
– Specific development PHP4 / 5, Symphony framework
– Specific development DotNet
– Montage templates xHTML / CSS – HTML 5 jQuery – Responsive design
– FLASH / FLEX / AIR
– Online advertising
– Animation of social media (Community Management) – Mounting Newsletters
– Facebook Applications – Android Apps / Mobile
– Display – Works graphics – Adwords – Doubleclick"
Название,Ссылка,Информация
"
                        Media & More                    ",http://www.topinteractiveagencies.com/digital/agency/africa/media-more/,"We are an Egyptian digital agency based in Cairo. Every day we wake up with the luxury to love what we do. Our mission is to translate this passion into your communication objectives and make sure that your product or service gets the love and attention it deserves. Don’t hesitate to contact us for more details., Headquarters: 2C/4 Sheikh Shaarawy St. – 4th Floor/Apt 8, Taksim El Laselky, Maadi, Cairo, Egypt, Tel: (+202) 2517 02 32, Mail: info@mediaandmore-eg.com, Staff: 8 – 20, Clients: Nestle, Jotun, Dreem Mashreq, Swiss Choice, Egyptian Celebrities, Vodafone, Unicef, , Web: www.mediaandmore-eg.com, Social Media:
https://www.facebook.com/MediaAndMoreEG
https://twitter.com/MediaAndMoreEG,  , Services: Creative Concept & Design, Corporate Publishing, Printing & Production, Digital Media Services, Events & BTL Activities"
Название,Ссылка,Информация
"
                        Wild Fusion                    ",http://www.topinteractiveagencies.com/digital/agency/africa/wild-fusion/,"At Wild Fusion, we seek to bring new possibilities and opportunities in digital marketing to local business organizations. We ensure that our clients receive the best services to access the largest consumer markets in Africa. We are the first Google Certified Adwrords Partner in Ghana and Nigeria. Over the years we have built a reputation for excellent service and strong commitment to client’s objectives. Wild Fusion has provided internet marketing opportunities to top African and International brands in our local market., Office in Nigeria: 205a Corporation Drive, Dolphin Estate Ikoyi, Lagos 23401, Nigeria
Tel: +234-7043353531, Office in Kenya: Ngong Lane Plaza 4th floor, Ngong Lane, Off Ngong Road, Nairobi, Kenya
Tel: +254 20 2664480, Office in Ghana: Essar Plaza, F 521/1 Fifth Lane, Osu, Accra, Ghana
Tel: +233-342196302, Mail: info@wildfusions.com, Clients: Vodafone, Visa, Sprite, Unilever, Samsung, Pepsi, Knorr, OMO, Interswitch, Ecobank, Diamond, Close Up, , Web: http://wildfusions.com/, Social Media:
https://www.facebook.com/Wildfusionltd
https://twitter.com/Wildfusion, Services: Internet Marketing, Digital Strategy, Media Services, Social Media, Customer Insights, Creative Development, PPC, Online Marketing, Search Engine Optimization, Customer Insights"
Название,Ссылка,Информация
"
                        People Input                    ",http://www.topinteractiveagencies.com/digital/agency/africa/people-input/,"People Input is a topflight digital agency in Africa. It offers 360° services for Social Media, APPs, SMS+ and Web projects., Headquarters: Senegal, Africa, Phone: +221 33 827 31 45, Agency Email: senegal@peopleinput.com, Clients: Orange Côte d’Ivoire, Expresso Senegal, Groupe BNP Paribas, CFAO Motors, Unilever, the Groupe Azalaï Hotels.,  , ,  , Web: http://www.peopleinput.com/en, Social media: https://www.facebook.com/peopleinput, https://twitter.com/PeopleInput, Services: Auditing, benchmarking, web marketing, social strategy, dynamic websites (CMS), intranet, application tools, Web analytics, SEO, Community management, Definition and implementation of value-added mobile services (B2B & B2C): + SMS, WAP, Android & IOS APPS,  "
Название,Ссылка,Информация
"
                        Hive Advertising Agency                    ",http://www.topinteractiveagencies.com/digital/agency/africa/hive-advertising-agency/,"Hive is a creatively driven digital advertising agency that creates strong and provocative relationships between brands and their customers. The agency believes that it doesn’t matter where, how or in what medium an idea is expressed, you still have to start with a unique one., Headquarters:  Hive Advertising Agency 119 Misr / Helwan El zeraei st. , El Karnak building Office No. 146, Cairo, Egypt, Phone: 00201008131119, Agency Email: info@hive-ad.com, Staff: 8-20, Clients: Lexus, Toyota, BMW, MARS, TCBY, Mrs. Field, LC WIKIKI, , Web: http://www.hive-ad.com/, Social Media: https://www.facebook.com/hive.advertising, Services:  Digital Advertising, Web, Mobile, Social media, Augmented reality, Virtual reality"
Название,Ссылка,Информация
"
                        Envol                    ",http://www.topinteractiveagencies.com/digital/agency/north-america/united-states/new-york/envol/,"Envol is an international digital agency, founded in 2005 in Paris, France. Envol is a global solution for digital marketing and Business growth. We make with our passion an answer to your needs with a remarkable expertise in all areas of expertise related to internet services and mobile such as communication and marketing, design and management of projects, or programming and development., Headquarters: Grand Casablanca, 20000 Casablanca, Morocco
+ Offices in Paris and New York, Tel: +212619207875, Mail: contact@envolgroupe.com, Clients: Coca-cola, Kia, Meditel, Akwagroup, Hyundai, Garnier, Ubisoft, L’Oreal, Societe Generale, Unileverm Omo, Wunderman, l’Officiel, BMCI, Nespresso, Ron Baraima, Groupe l’Etudiant, CTM, LGV, Petrom etc, Etam, Gemey Maybelline, Remi Gaillard, , Web: https://www.envolgroupe.com/, Services: Website, Mobile Apps, Facebook Applications, CRM, Interactive Buzz, Vidéo Production, E-commerce, Community Managment"
Название,Ссылка,Информация
"
                        Highness Digital                    ",http://www.topinteractiveagencies.com/digital/agency/africa/highness-digital/,"We are Highness, digital agency based in Morocco. We design brands, products and experiences. Focusing on research, rapid-prototyping, designing and deploying solutions that delivers outstanding User Experience. We work with businesses to help them build meaningful products and experiences. Highness Digital is a dynamic team of digital gurus specializing in handcrafting High Quality interactive experiences for advertising agencies and direct clients., Headquarters: Bureau 8, Residence Souhail, Avenue Mohamed Diouri, Kenitra 14000, Morocco, Tel: +212 5373-61020, Mail: hello@highness.co, Clients: Apple, Emirates, GreenScreen Animals, SunWarrior, Uthermic, TED, Du Telecom, RedBull, AVI Network, Pertino, Composing Community, HuffingtonPost, , Web: http://www.highness.co/, Social Media:
https://www.facebook.com/Highness-424621827581061/
https://twitter.com/highnessdigital, Services: User Experience Design, Product Design & Development, Branding & Copywriting, Arabic Digital Adaptation, Art Direction & Visual Design, Interaction Design & Prototyping, Front-end Development, Back-end Development, Mobile Development"
Название,Ссылка,Информация
"
                        TINC Creative                    ",http://www.topinteractiveagencies.com/digital/agency/africa/tinc-creative/,"We are a team of rockstar 21st century brand enthusiasts. We love building great brands. We are thrilled by the opportunities presented by the Digital media and are glad to help our clients make their voices heard by their target audience. Visit our website and don’t hesitate to contact us for more information!, Headquarters: Km 14 lekki-epe expressway, Lagos, Nigeria, Tel: 08062304725, Mail: info@tinconline.com, Clients: Smile Networks, Dealdey Ltd, Praiseworld Radio, Wed Expo, Pacific Schools,  , Web: http://www.tinconline.com, Social Media:
https://twitter.com/Tincre8ive, Services: Branding, Digital Marketing, Website Design, SEO, Email Marketing, Pay-Per-Click Campaigns, Identity Design, Digital Strategy"
Название,Ссылка,Информация
"
                        MoWeb Media                    ",http://www.topinteractiveagencies.com/digital/agency/africa/moweb-media/,"MoWeb Media is a digital marketing agency that specialize in branding, web design and development, social media marketing, Email Marketing, SEO and PPC. The agency include the best creative team of designers and the work ethic of its developers is unstoppable, based on the experience we’ve had with our international clients, we’ve been fortunate to receive positive feedback about our work and the results we bring to the projects., Headquarters: 59, Boulevard Zerktouni, 3eme Etage, N8, 20000, Casablanca, Morocco, Tel: +212 603 663 336, Mail: info@mowebmedia.com, Clients: Dynaved Natural Health Products, Manuelian Law Firm, E7 Productions, SIM Maroc, AG Jewlers, Hitt Squad Music Group, The H Line Cigars, The Christmas Shop, High Society, Director’s Cut, , Web: https://mowebmedia.com/, Social Media:
https://www.facebook.com/mowebmediamarketing
https://twitter.com/MoWebmediam
https://www.linkedin.com/company/moweb-media
https://www.instagram.com/mowebmedia/, Services: Web Development, Social Media Marketing, Graphic Design, Branding, Email Marketing, SEO"
Название,Ссылка,Информация
"
                        Street Toolz                    ",http://www.topinteractiveagencies.com/digital/agency/africa/street-toolz/,"Street Toolz is a full service digital marketing and interactive agency based in Lagos, Nigeria. Founded in 2012 with the belief that user experience, interactivity and engagement, not advertising is the key to successful brand building and marketing. Don’t hesitate to contact us for more informations!, Lagos Office: Digital Shed, 37 Akin Osiyemi off Allen Avenue, Ikeja, Lagos, Nigeria
Abuja Office: Oceans 11, 135, Adetokunbo Adeola Crescent, Wuse II, Abuja, Nigeria, Tel: +234 01 3424403 / 212 2895, Mail: info@streettoolz.com, Startups: Zowasel.com, Trillion Digital, Toolz Academy, Clients: Union Bank of Nigeria Plc, Leadway Assurance, British Council Nigeria, UAC – Grand Cereals Limited, Warm Spring Water Limited, Grenadines Homes, Property Mart Limited, , Web: http://streettoolz.com/, Social Media:
 https://www.facebook.com/StreetToolz/
 https://twitter.com/streettoolz/ , Services: Digital Strategy, Web Development, PPC, SEO, SEM, Mobile Marketing, Social Media marketing, Brand Strategy, eCommerce"
Название,Ссылка,Информация
"
                        DigitLab                    ",http://www.topinteractiveagencies.com/digital/agency/africa/south-africa/digitlab/,"Location. Johannesburg, Durban and Cape Town,  South Africa., Tel: 031 764 0975, Web: http://www.digitlab.co.za/, , We are a Digital Marketing Agency who believes in breaking past the technology on the internet and engaging directly with customers with great value propositions., We have a wealth of experience working both nationally and internationally for some of the worlds leading organisations including KPMG, Bidvest, The SPAR Group, BizCommunity, The International Hotel School and Momentum., We have helped business navigate the world of digital and social media through our robust process of clear strategy, flawless action and insightful research., Services"
Название,Ссылка,Информация
"
                        Publica                    ",http://www.topinteractiveagencies.com/digital/agency/africa/south-africa/you-me/,"Location:, 49 Hamilton Avenue, Craighall Park, Johannesburg
 + 27 11 325 4116, Email: info@publica.co.za
, Web: http://www.publica.co.za/
, , Publica is a creative digital agency focusing on marketing and design for the now economy. We’re a collective of strategists, brandists, artists and technologists who invent and implement ideas that work, across mediums that are most appropriate for maximum impact; whether digital, social, experiential or traditional advertising., We like to create stuff that makes our clients more attractive and their products and services more appealing. That’s what makes us proud.,  "
Название,Ссылка,Информация
"
                        MoDigiBiz                    ",http://www.topinteractiveagencies.com/digital/agency/africa/modigibiz/,"A full service creative digital marketing agency. Our team develops effective content strategies for forward thinking companies. We have a proven track record in increasing search engine rankings. We are a creative digital agency based in Mauritius and we offer integrated digital solutions to help your enterprise be successful in the highly competitive online sphere., Headquarters: Ground Floor, Orange Tower, Ebene, Mauritius, Tel: (230) 5 815 7066 / (230) 5 768 3832, Mail: info@modigibiz.com, Clients: Luxury Villas Rentals, Tutti Frutti,  , Web: http://modigibiz.com/, Social Media:
https://www.facebook.com/modigibiz, Services: Integrated Digital Marketing, SEO, Online Advertising, Google Adwords, Social Media, Website Optimisation, E-Commerce"
Название,Ссылка,Информация
"
                        digital.mu                    ",http://www.topinteractiveagencies.com/digital/agency/africa/digital-mu/,"We are a results driven digital communication agency delivering tailored services to each and every one of our clients. We do design, develop high performing websites and applications but, most importantly, we create lasting connections between your online audience and your brand. We help you unlock your online potential., Headquarters: Lot 109, The Cubicle, Phoenix, Mauritius, Tel: (+230) 696 1414, Mail: hello@digital.mu, Clients: CSP France, Winner’s Supermarkets, Virtual Network, Beyond Communications (Mauritius), , Web: http://digital.mu/, Social Media:
https://facebook.com/digitaldotmu, Services: Digital Marketing Strategy, Mobile & Web App Development, UI Design"
Название,Ссылка,Информация
